13.5180 	WARNING 	User requested fullscreen with size [2560 1440], but screen is actually [1440, 900]. Using actual size
14.1434 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x157043220>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x157043280>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1, -1, -1]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x157043430>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x1592f8f10>, multiSample=False, name='window1', numSamples=2, pos=[360.0, 225.0], screen=0, size=array([2880, 1800]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
14.1435 	EXP 	window1: mouseVisible = True
14.1435 	EXP 	window1: backgroundImage = None
14.1436 	EXP 	window1: backgroundFit = 'cover'
14.1442 	EXP 	window1: mouseVisible = False
14.1464 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
14.1464 	EXP 	window1: recordFrameIntervals = False
14.3092 	EXP 	window1: recordFrameIntervals = True
14.5437 	EXP 	Screen (0) actual frame rate measured at 59.98Hz
14.5438 	EXP 	window1: recordFrameIntervals = False
16.7994 	EXP 	window1: mouseVisible = True
16.8482 	EXP 	Created GenInsText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='GenInsText', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1.6)
16.8483 	EXP 	window1: mouseVisible = True
